,observation_count,common_name,scientific_name,species_key,rank,record_count
1463,24,Shrubby Scorpion-vetch,Coronilla valentina,NBNORG0000007823,Species,36
1464,9,,Coronopus,NBNORG0000053774,Genus,12
1465,3,Tasmanian-fuchsia,Correa backhouseana,NBNORG0000107940,Species,3
1466,100,Strapwort,Corrigiola litoralis,NBNORG0000008653,Species,102
1467,2,,Corrigiola telephiifolia,NBNORG0000053777,Species,2
1468,10,,Cortaderia,NBNORG0000053778,Genus,1098
1469,98,Early Pampas-grass,Cortaderia richardii,NBNORG0000107941,Species,99
1470,748,Pampas-grass,Cortaderia selloana,NBNORG0000053779,Species,982
1471,16,Corydalis,Corydalis,NBNORG0000053780,Genus,432
1472,49,Hollowroot,Corydalis cava,NBNORG0000053781,Species,50
1473,43,Fern-leaved Corydalis,Corydalis cheilanthifolia,NBNORG0000053782,Species,48
1474,1,Harlequin Corydalis,Corydalis sempervirens,NBNORG0000047202,Species,1
1475,295,Bird-in-a-bush,Corydalis solida,NBNORG0000007487,Species,316
1476,209,Hazel,Corylus,NBNORG0000053784,Genus,136431
1477,122912,Hazel,Corylus avellana,NBNORG0000008144,Species,135591
1478,31,,Corylus avellana x maxima,NBNORG0000013282,Species hybrid,93
1479,24,Turkish Hazel,Corylus colurna,NBNORG0000025035,Species,353
1480,60,Filbert,Corylus maxima,NBNORG0000053785,Species,75
1481,487,Grey Hair-grass,Corynephorus canescens,NBNORG0000053787,Species,487
1482,2,,Cosmos,NBNORG0000053788,Genus,137
1483,3,,Cosmos atrosanguineus,NBNORG0000047610,Species,3
1484,115,Mexican Aster,Cosmos bipinnatus,NBNORG0000013253,Species,134
1485,97,Smoke-tree,Cotinus coggygria,NBNORG0000023441,Species,108
1486,2574,,Cotoneaster,NBNORG0000053790,Genus,23950
1487,8,Creeping Cotoneaster,Cotoneaster adpressus,NBNORG0000023572,Species,9
1488,12,Purpleberry Cotoneaster,Cotoneaster affinis,NBNORG0000053792,Species,17
1489,8,Beautiful Cotoneaster,Cotoneaster amoenus,NBNORG0000053793,Species,16
1490,3,Apiculate Cotoneaster,Cotoneaster apiculatus,NBNORG0000041659,Species,3
1491,6,Ascending Cotoneaster,Cotoneaster ascendens,NBNORG0000053794,Species,6
1492,5,Starry Cotoneaster,Cotoneaster astrophoros,NBNORG0000041660,Species,5
1493,30,Purple-flowered Cotoneaster,Cotoneaster atropurpureus,NBNORG0000053795,Species,36
1494,17,Open-fruited Cotoneaster,Cotoneaster bacillaris,NBNORG0000053796,Species,18
1495,5,Bois's Cotoneaster,Cotoneaster boisianus,NBNORG0000041661,Species,5
1496,834,Hollyberry Cotoneaster,Cotoneaster bullatus,NBNORG0000008697,Species,896
1497,48,,Cotoneaster cambricus,NBNORG0000053799,Species,58
1498,5,Kashmir Cotoneaster,Cotoneaster cashmiriensis,NBNORG0000053800,Species,7
1499,10,Yunnan Cotoneaster,Cotoneaster cochleatus,NBNORG0000053802,Species,10
1500,17,Congested Cotoneaster,Cotoneaster congestus,NBNORG0000013415,Species,17
1501,65,Tibetan Cotoneaster,Cotoneaster conspicuus,NBNORG0000053803,Species,75
1502,2,Cooper's Cotoneaster,Cotoneaster cooperi,NBNORG0000053804,Species,2
1503,99,Bearberry Cotoneaster,Cotoneaster dammeri,NBNORG0000053805,Species,105
1504,144,,Cotoneaster dammeri x conspicuus = C. x suecicus,NBNORG0000090015,Species hybrid,144
1505,497,Diels' Cotoneaster,Cotoneaster dielsianus,NBNORG0000053806,Species,536
1506,151,Spreading Cotoneaster,Cotoneaster divaricatus,NBNORG0000053807,Species,177
1507,12,Lindley's Cotoneaster,Cotoneaster ellipticus nom. inval.,NBNORG0000057159,Species,15
1508,2,Fang's Cotoneaster,Cotoneaster fangianus,NBNORG0000041662,Species,2
1509,414,Franchet's Cotoneaster,Cotoneaster franchetii,NBNORG0000008698,Species,481
1510,363,Tree Cotoneaster,Cotoneaster frigidus,NBNORG0000053809,Species,399
1511,538,,Cotoneaster frigidus x salicifolius = C. x watereri,NBNORG0000028242,Species hybrid,598
1512,1,Glabrous Cotoneaster,Cotoneaster glabratus,NBNORG0000091583,Species,1
1513,1,Glaucous Cotoneaster,Cotoneaster glaucophyllus,NBNORG0000091584,Species,1
1514,4,Henry's Cotoneaster,Cotoneaster henryanus,NBNORG0000041663,Species,4
1515,4,Circular-leaved Cotoneaster,Cotoneaster hissaricus,NBNORG0000013463,Species,4
1516,155,Hjelmqvist's Cotoneaster,Cotoneaster hjelmqvistii,NBNORG0000053810,Species,171
1517,4842,Wall Cotoneaster,Cotoneaster horizontalis,NBNORG0000053811,Species,5760
1518,709,,Cotoneaster horizontalis agg.,NBNORG0000025189,Species aggregate,719
1519,8,Hsing-Shan Cotoneaster,Cotoneaster hsingshangensis,NBNORG0000053812,Species,8
1520,2,Hummel's Cotoneaster,Cotoneaster hummelii,NBNORG0000053813,Species,2
