,observation_count,common_name,scientific_name,species_key,rank,record_count
6366,272,Least Whitebeam,Sorbus minima,NBNORG0000056556,Species,272
6367,13,,Sorbus mougeotii,NBNORG0000047595,Species,13
6368,1132,Grey-leaved Whitebeam,Sorbus porrigentiformis,NBNORG0000056557,Species,1133
6369,323,Arran Service-tree,Sorbus pseudofennica,NBNORG0000056558,Species,327
6370,1085,Rock Whitebeam,Sorbus rupicola,NBNORG0000056559,Species,1140
6371,5,Sargent's Rowan,Sorbus sargentiana,NBNORG0000025102,Species,5
6372,233,Somerset Whitebeam,Sorbus subcuneata,NBNORG0000056560,Species,263
6373,5,,Sorbus thibetica,NBNORG0000025103,Species,5
6374,8230,Wild Service-tree,Sorbus torminalis,NBNORG0000007928,Species,10262
6375,2,,Sorbus vestita,NBNORG0000047634,Species,2
6376,82,Bloody Whitebeam,Sorbus vexans,NBNORG0000056561,Species,104
6377,12,Vilmorin's Rowan,Sorbus vilmorinii,NBNORG0000056562,Species,17
6378,64,White's Whitebeam,Sorbus whiteana,NBNORG0000091623,Species,64
6379,139,Wilmott's Whitebeam,Sorbus wilmottiana,NBNORG0000056563,Species,139
6380,50,Great Millet,Sorghum bicolor,NBNORG0000023508,Species,65
6381,193,Johnson-grass,Sorghum halepense,NBNORG0000013492,Species,222
6382,12,Plain Harlequinflower,Sparaxis grandiflora,NBNORG0000056566,Species,13
6383,659,,Sparganium,NBNORG0000056567,Genus,82931
6384,5745,Floating Bur-reed,Sparganium angustifolium,NBNORG0000056568,Species,5792
6385,13545,Unbranched Bur-reed,Sparganium emersum,NBNORG0000007259,Species,14205
6386,20,,Sparganium emersum x angustifolium = S. x diversifolium,NBNORG0000089946,Species hybrid,24
6387,52942,Branched Bur-reed,Sparganium erectum,NBNORG0000007258,Species,59389
6388,883,,Sparganium erectum subsp. erectum,NBNORG0000056569,Subspecies,894
6389,445,,Sparganium erectum subsp. microcarpum,NBNORG0000056570,Subspecies,456
6390,853,,Sparganium erectum subsp. neglectum,NBNORG0000056571,Subspecies,916
6391,136,,Sparganium erectum subsp. oocarpum,NBNORG0000056572,Subspecies,137
6392,2783,Least Bur-reed,Sparganium natans,NBNORG0000007260,Species,2813
6393,194,,Spartina,NBNORG0000056573,Genus,10103
6394,55,Smooth Cord-grass,Spartina alterniflora,NBNORG0000056574,Species,72
6395,7157,Common Cord-grass,Spartina anglica,NBNORG0000056575,Species,7795
6396,880,Small Cord-grass,Spartina maritima,NBNORG0000056576,Species,1168
6397,694,Townsend's Cord-grass,Spartina maritima x alterniflora = S. x townsendii,NBNORG0000089935,Species hybrid,859
6398,7,Prairie Cord-grass,Spartina pectinata,NBNORG0000056577,Species,8
6399,290,Spanish Broom,Spartium junceum,NBNORG0000007769,Species,610
6400,4,,Spergula,NBNORG0000056579,Genus,20007
6401,18179,,Spergula arvensis,NBNORG0000007671,Species,19994
6402,56,,Spergula arvensis var. arvensis,NBNORG0000023497,Variety,64
6403,92,,Spergula arvensis var. sativa,NBNORG0000013296,Variety,93
6404,18,,Spergula arvensis var. vulgaris,NBNORG0000100656,Variety,18
6405,6,Pearlwort Spurrey,Spergula morisonii,NBNORG0000007672,Species,8
6406,96,,Spergularia,NBNORG0000056580,Genus,23871
6407,1,,Spergularia azorica,NBNORG0000029112,Species,1
6408,73,Greek Sea-spurrey,Spergularia bocconei,NBNORG0000056581,Species,73
6409,6448,Lesser Sea-spurrey,Spergularia marina,NBNORG0000007673,Species,7407
6410,5925,Greater Sea-spurrey,Spergularia media,NBNORG0000056582,Species,6574
6411,6664,Sand Spurrey,Spergularia rubra,NBNORG0000056584,Species,7305
6412,2328,Rock Sea-spurrey,Spergularia rupicola,NBNORG0000056585,Species,2389
6413,21,,Spergularia rupicola x marina,NBNORG0000108075,Species hybrid,23
6414,90,,Spermatophytina,NBNORG0000047364,Division,90
6415,1,,Spilanthes decumbens,NBNORG0000056591,Species,1
6416,1,,Spinacia,NBNORG0000056592,Genus,135
6417,122,Spinach,Spinacia oleracea,NBNORG0000023385,Species,133
6418,1938,,Spiraea,NBNORG0000056593,Genus,6304
6419,45,,Spiraea aggregate,NBNORG0000043319,Species aggregate,46
6420,88,Pale Bridewort,Spiraea alba,NBNORG0000056594,Species,89
6421,2,,Spiraea alba var. alba,NBNORG0000047405,Variety,2
6422,9,,Spiraea alba var. latifolia,NBNORG0000047406,Variety,9
6423,465,Billard's Bridewort,Spiraea alba x douglasii = S. x billardii,NBNORG0000090318,Species hybrid,474
6424,27,Himalayan Spiraea,Spiraea canescens,NBNORG0000056595,Species,29
6425,84,Van Houtte's Spiraea,Spiraea cantoniensis x trilobata = S. x vanhouttei,NBNORG0000090208,Species hybrid,91
6426,16,Elm-leaved Spiraea,Spiraea chamaedryfolia,NBNORG0000013219,Species,17
6427,505,Steeple-bush,Spiraea douglasii,NBNORG0000007853,Species,696
6428,139,,Spiraea douglasii subsp. douglasii,NBNORG0000056597,Subspecies,142
6429,11,,Spiraea douglasii subsp. menziesii,NBNORG0000056598,Subspecies,13
6430,1,,Spiraea douglasii x canescens = S. x brachybotrys,NBNORG0000089992,Species hybrid,1
6431,89,Japanese Spiraea,Spiraea japonica,NBNORG0000056599,Species,94
6432,7,Russian Spiraea,Spiraea media,NBNORG0000023386,Species,8
6433,74,Bridal-spray,Spiraea multiflora x thunbergii = S. x arguta,NBNORG0000090193,Species hybrid,77
6434,594,Bridewort,Spiraea salicifolia,NBNORG0000007852,Species,620
6435,87,,Spiraea salicifolia agg.,NBNORG0000056600,Species aggregate,88
6436,283,,Spiraea salicifolia x alba = S. x rosalba,NBNORG0000089926,Species hybrid,284
6437,1596,,Spiraea salicifolia x douglasii = S. x pseudosalicifolia,NBNORG0000090052,Species hybrid,1625
6438,14,Hardhack,Spiraea tomentosa,NBNORG0000013261,Species,15
6439,8,,Spiranthes,NBNORG0000056602,Genus,7185
6440,23,Summer Lady's-tresses,Spiranthes aestivalis,NBNORG0000056603,Species,48
6441,687,Irish Lady's-tresses,Spiranthes romanzoffiana,NBNORG0000007238,Species,732
6442,4563,Autumn Lady's-tresses,Spiranthes spiralis,NBNORG0000056604,Species,6397
6443,5664,Greater Duckweed,Spirodela polyrhiza,NBNORG0000056606,Species,6471
6444,10,African Dropseed,Sporobolus africanus,NBNORG0000056608,Species,10
6445,1,,Sporobolus fimbriatus,NBNORG0000046935,Species,1
6446,117,,Stachys,NBNORG0000056614,Genus,184655
6447,51,Limestone Woundwort,Stachys alpina,NBNORG0000008401,Species,53
6448,134,Annual Yellow-woundwort,Stachys annua,NBNORG0000008397,Species,140
6449,7478,Field Woundwort,Stachys arvensis,NBNORG0000008399,Species,8286
6450,539,Lamb's-ear,Stachys byzantina,NBNORG0000008404,Species,620
6451,1,,Stachys cretica,NBNORG0000046939,Species,1
6452,120,Downy Woundwort,Stachys germanica,NBNORG0000008400,Species,163
6453,2,,Stachys macrantha,NBNORG0000046941,Species,2
6454,30555,Betony,Stachys officinalis,NBNORG0000056615,Species,32463
6455,56,,Stachys officinalis var. nana,NBNORG0000043321,Variety,56
6456,6,,Stachys officinalis var. officinalis,NBNORG0000043322,Variety,6
6457,30203,Marsh Woundwort,Stachys palustris,NBNORG0000008402,Species,32109
6458,17,Perennial Yellow-woundwort,Stachys recta,NBNORG0000008398,Species,18
6459,97754,Hedge Woundwort,Stachys sylvatica,NBNORG0000008403,Species,106337
6460,4249,,Stachys sylvatica x palustris = S. x ambigua,NBNORG0000090149,Species hybrid,4341
6461,2,Caucasian Bladdernut,Staphylea colchica,NBNORG0000046943,Species,2
6462,106,Bladdernut,Staphylea pinnata,NBNORG0000023363,Species,122
6463,361,,Stellaria,NBNORG0000056619,Genus,298748
6464,41511,Bog Stitchwort,Stellaria alsine,NBNORG0000056620,Species,42956
6465,54462,Lesser Stitchwort,Stellaria graminea,NBNORG0000007657,Species,61153
6466,62438,Greater Stitchwort,Stellaria holostea,NBNORG0000007656,Species,69080
6467,83291,Common Chickweed,Stellaria media,NBNORG0000056621,Species,93734
6468,13186,,Stellaria media agg.,NBNORG0000008685,Species aggregate,13368
6469,7527,Greater Chickweed,Stellaria neglecta,NBNORG0000007655,Species,7787
6470,2764,,Stellaria nemorum,NBNORG0000007653,Species,3180
6471,2,,Stellaria nemorum montana-nemorum intermediate,NBNORG0000047407,Unknown,2
6472,66,,Stellaria nemorum subsp. montana,NBNORG0000007654,Subspecies,66
6473,299,,Stellaria nemorum subsp. nemorum,NBNORG0000056622,Subspecies,299
6474,2998,Lesser Chickweed,Stellaria pallida,NBNORG0000056623,Species,3476
6475,2948,Marsh Stitchwort,Stellaria palustris,NBNORG0000056624,Species,3626
6476,2,,Stephanandra,NBNORG0000056625,Genus,5
6477,1,Lace-shrub,Stephanandra incisa,NBNORG0000023359,Species,2
6478,1,,Stephanandra tanakae,NBNORG0000099258,Species,1
6479,2,,Stipa,NBNORG0000056630,Genus,25
6480,3,,Stipa ambigua,NBNORG0000046944,Species,3
6481,1,,Stipa aristiglumis,NBNORG0000056631,Species,1
6482,2,Mediterranean Needle-grass,Stipa capensis,NBNORG0000023307,Species,2
6483,3,,Stipa gigantea,NBNORG0000047635,Species,3
6484,11,American Needle-grass,Stipa neesiana,NBNORG0000013459,Species,11
6485,2,,Stipa verticillata,NBNORG0000056636,Species,2
6486,5,,Stratiotes,NBNORG0000056637,Genus,1022
6487,698,Water-soldier,Stratiotes aloides,NBNORG0000007123,Species,1017
6488,2,,Styrax japonica,NBNORG0000047540,Species,2
6489,14,,Suaeda,NBNORG0000056640,Genus,9527
6490,5740,Annual Sea-blite,Suaeda maritima,NBNORG0000007710,Species,6541
6491,2027,Shrubby Sea-blite,Suaeda vera,NBNORG0000056642,Species,2971
6492,2252,Awlwort,Subularia aquatica,NBNORG0000007534,Species,2273
6493,447,,Succisa,NBNORG0000056644,Genus,60997
6494,54434,Devil's-bit Scabious,Succisa pratensis,NBNORG0000008493,Species,60550
6495,47,,Symphoricarpos,NBNORG0000056649,Genus,33625
6496,29168,Snowberry,Symphoricarpos albus,NBNORG0000056650,Species,32422
6497,109,,Symphoricarpos albus var. laevigatus,NBNORG0000047481,Variety,109
6498,982,,Symphoricarpos microphyllus x orbiculatus = S. x chenaultii,NBNORG0000090143,Species hybrid,1055
6499,2,,Symphoricarpos orbicularis,NBNORG0000100664,Species,7
6500,15,Coralberry,Symphoricarpos orbiculatus,NBNORG0000108076,Species,20
6501,1074,,Symphytum,NBNORG0000056653,Genus,52655
6502,7,,Symphytum 'Hidcote Pink',NBNORG0000047516,Cultivar,7
6503,135,Rough Comfrey,Symphytum asperum,NBNORG0000056654,Species,161
6504,3,,Symphytum asperum x caucasicum,NBNORG0000056655,Species hybrid,3
6505,1,Norfolk Comfrey,Symphytum asperum x orientale (S. x norvicense),NBNORG0000116017,Species hybrid,1
6506,34,Bulbous Comfrey,Symphytum bulbosum,NBNORG0000056656,Species,34
6507,76,Caucasian Comfrey,Symphytum caucasicum,NBNORG0000056657,Species,89
6508,780,Creeping Comfrey,Symphytum grandiflorum,NBNORG0000008244,Species,901
6509,17326,,Symphytum officinale,NBNORG0000008238,Species,18696
6510,4,,Symphytum officinale subsp. bohemicum,NBNORG0000056658,Subspecies,4
6511,2,,Symphytum officinale subsp. officinale,NBNORG0000056659,Subspecies,3
6512,9,,Symphytum officinale var. ochroleucum,NBNORG0000008239,Variety,10
6513,16,,Symphytum officinale var. purpureum,NBNORG0000008240,Variety,16
6514,23310,,Symphytum officinale x asperum = S. x uplandicum,NBNORG0000089960,Species hybrid,24926
6515,271,,Symphytum officinale x asperum x grandiflorum = S. 'Hidcote Blue',NBNORG0000089899,Species hybrid,310
6516,112,Comfrey,Symphytum officinale x asperum x tuberosum,NBNORG0000108077,Species hybrid,159
6517,1,,Symphytum officinale x tuberosum,NBNORG0000047636,Species hybrid,1
6518,2487,White Comfrey,Symphytum orientale,NBNORG0000008241,Species,2980
6519,15,Crimean Comfrey,Symphytum tauricum,NBNORG0000008242,Species,16
6520,3118,Tuberous Comfrey,Symphytum tuberosum,NBNORG0000008243,Species,3241
6521,21,,Syringa,NBNORG0000056665,Genus,11139
6522,9838,Lilac,Syringa vulgaris,NBNORG0000008218,Species,11092
6523,1,,Syringa x josiflexa,NBNORG0000047637,Species hybrid,1
6524,4,,Taeniatherum caput-medusae,NBNORG0000046953,Species,4
6525,2,,Tagetes,NBNORG0000056667,Genus,271
6526,30,African Marigold,Tagetes erecta,NBNORG0000023486,Species,31
6527,94,Southern Marigold,Tagetes minuta,NBNORG0000013347,Species,94
6528,120,French Marigold,Tagetes patula,NBNORG0000008947,Species,137
6529,1,Signet Marigold,Tagetes tenuifolia,NBNORG0000046957,Species,2
6530,11,,Tamarix,NBNORG0000056668,Genus,1772
6531,25,African Tamarisk,Tamarix africana,NBNORG0000056669,Species,25
6532,1456,Tamarisk,Tamarix gallica,NBNORG0000007613,Species,1709
6533,4,,Tamus,NBNORG0000056671,Genus,6
6534,3,,Tanacetum,NBNORG0000056672,Genus,45085
6535,18,Costmary,Tanacetum balsamita,NBNORG0000023458,Species,19
6536,2,Garden Pyrethrum,Tanacetum coccineum,NBNORG0000046960,Species,3
6537,44,Rayed Tansy,Tanacetum macrophyllum,NBNORG0000056675,Species,45
6538,22074,Feverfew,Tanacetum parthenium,NBNORG0000056676,Species,25012
6539,18527,Tansy,Tanacetum vulgare,NBNORG0000008578,Species,19998
6540,77280,Dandelion,Taraxacum,NBNORG0000056677,Genus,180614
6541,27,Apiculate-lobed Dandelion,Taraxacum aberrans,NBNORG0000070514,Microspecies,27
6542,32,Broad-bracted Dandelion,Taraxacum acroglossum,NBNORG0000070584,Microspecies,32
6543,13,Pointed-lobed Dandelion,Taraxacum acutifidum,NBNORG0000056678,Microspecies,13
6544,12,Acute-leaved Dandelion,Taraxacum acutifrons,NBNORG0000070578,Microspecies,12
6545,12,Violet-striped Dandelion,Taraxacum acutum,NBNORG0000056679,Microspecies,15
6546,29,Pretty-leaved Dandelion,Taraxacum adiantifrons,NBNORG0000056680,Microspecies,29
6547,116,Twisted-bracted Dandelion,Taraxacum aequilobum,NBNORG0000070471,Microspecies,118
6548,10,Equal-lobed Dandelion,Taraxacum aequisectum,NBNORG0000056681,Microspecies,10
6549,11408,,Taraxacum aggregate,NBNORG0000043430,Species aggregate,16143
6550,3,Hampshire Dandelion,Taraxacum akteum,NBNORG0000056682,Microspecies,5
6551,165,Green Dandelion,Taraxacum alatum,NBNORG0000056683,Microspecies,175
6552,16,Tall Dandelion,Taraxacum altissimum,NBNORG0000056684,Microspecies,18
6553,4,Toothed Dandelion,Taraxacum amplum,NBNORG0000070621,Microspecies,5
6554,104,Few-lobed Dandelion,Taraxacum ancistrolobum,NBNORG0000070616,Microspecies,106
6555,14,English Dandelion,Taraxacum anglicum,NBNORG0000070649,Microspecies,16
6556,3,Angular-lobed Dandelion,Taraxacum angulare,NBNORG0000070684,Microspecies,3
6557,27,Multilobed Dandelion,Taraxacum angustisquameum,NBNORG0000056685,Microspecies,28
6558,15,Sand Dandelion,Taraxacum arenastrum,NBNORG0000056686,Microspecies,15
6559,56,Sharp-toothed Dandelion,Taraxacum argutum,NBNORG0000070595,Microspecies,58
6560,140,Narrow-bracted Dandelion,Taraxacum atactum,NBNORG0000070494,Microspecies,145
6561,1,Recurved-lobed Dandelion,Taraxacum atonolobum,NBNORG0000070685,Microspecies,1
6562,40,Tailed Dandelion,Taraxacum aurosulum,NBNORG0000056687,Microspecies,40
6563,1,,Taraxacum austriacum,NBNORG0000100665,Species,1
6564,5,Bertha's Dandelion,Taraxacum berthae,NBNORG0000056688,Microspecies,5
6565,207,Bkman's Dandelion,Taraxacum boekmanii,NBNORG0000070547,Microspecies,207
6566,230,Purple-bracted Dandelion,Taraxacum brachyglossum,NBNORG0000056689,Microspecies,237
6567,191,Dark-green Dandelion,Taraxacum bracteatum,NBNORG0000070760,Microspecies,194
6568,2,Brecon Dandelion,Taraxacum breconense,NBNORG0000056690,Microspecies,2
6569,58,British Dandelion,Taraxacum britannicum,NBNORG0000070553,Microspecies,58
6570,2,Caledonian Dandelion,Taraxacum caledonicum,NBNORG0000056691,Microspecies,2
6571,3,Brilliant-stalked Dandelion,Taraxacum caloschistum,NBNORG0000070574,Microspecies,4
6572,24,Welsh Dandelion,Taraxacum cambricum,NBNORG0000056692,Microspecies,24
6573,25,Celtic Dandelion,Taraxacum celticum,NBNORG0000056693,Microspecies,25
6574,1,Bright Green Dandelion,Taraxacum ceratolobum,NBNORG0000070698,Microspecies,1
6575,35,Cherwell Dandelion,Taraxacum cherwellense,NBNORG0000056694,Microspecies,39
6576,7,Spiky-leaved Dandelion,Taraxacum chloroticum,NBNORG0000070524,Microspecies,7
6577,14,Orange-toothed Dandelion,Taraxacum chrysophaenum,NBNORG0000070525,Microspecies,14
6578,1,Clova Dandelion,Taraxacum clovense,NBNORG0000056695,Microspecies,1
6579,12,Irregular-bracted Dandelion,Taraxacum coartatum,NBNORG0000056696,Microspecies,12
6580,14,Sociable Dandelion,Taraxacum commixtum,NBNORG0000056697,Microspecies,15
6581,58,Rounded-lobed Dandelion,Taraxacum cophocentrum,NBNORG0000070727,Microspecies,63
6582,191,Entire-lobed Dandelion,Taraxacum cordatum,NBNORG0000056698,Microspecies,193
6583,68,Cornish Dandelion,Taraxacum cornubiense,NBNORG0000056699,Microspecies,68
6584,9,Dense-lobed Dandelion,Taraxacum corynodes,NBNORG0000056700,Microspecies,10
6585,176,Orange-flowered Dandelion,Taraxacum croceiflorum,NBNORG0000070581,Microspecies,177
6586,1,Variable-leaved Dandelion,Taraxacum curtifrons,NBNORG0000056701,Microspecies,1
6587,40,Bluish-bracted Dandelion,Taraxacum cyanolepis,NBNORG0000070742,Microspecies,40
6588,4,Ben Lawes Dandelion,Taraxacum cymbifolium,NBNORG0000056702,Microspecies,4
6589,74,Dahlstedt's Dandelion,Taraxacum dahlstedtii,NBNORG0000056703,Microspecies,74
6590,6,Degelius's Dandelion,Taraxacum degelii,NBNORG0000056704,Microspecies,6
6591,38,Close-lobed Dandelion,Taraxacum densilobum,NBNORG0000070659,Microspecies,38
6592,6,Bulbous-lobed Dandelion,Taraxacum diastematicum,NBNORG0000070647,Microspecies,6
6593,55,Lacerate-leaved Dandelion,Taraxacum dilaceratum,NBNORG0000056705,Microspecies,55
6594,46,Grassland Dandelion,Taraxacum dilatatum,NBNORG0000056706,Microspecies,46
6595,1,,Taraxacum discretum,NBNORG0000100668,Species,1
6596,1,Golden-fruited Dandelion,Taraxacum disseminatum,NBNORG0000056707,Microspecies,1
6597,48,Druce's Dandelion,Taraxacum drucei,NBNORG0000070534,Microspecies,48
6598,5,Dune Dandelion,Taraxacum dunense,NBNORG0000056708,Microspecies,6
6599,404,Double-toothed Dandelion,Taraxacum duplidentifrons,NBNORG0000056709,Microspecies,406
6600,7,Edmondson's Dandelion,Taraxacum edmondsonianum,NBNORG0000056710,Microspecies,7
6601,201,Ekman's Dandelion,Taraxacum ekmanii,NBNORG0000070558,Microspecies,214
6602,1,,Taraxacum erythrosperma,NBNORG0000097757,Species,2
6603,155,Wide-stalked Dandelion,Taraxacum euryphyllum,NBNORG0000056711,Microspecies,161
6604,80,Imbricate-bracted Dandelion,Taraxacum exacutum,NBNORG0000070487,Microspecies,82
6605,45,Purple-blotched Dandelion,Taraxacum excellens,NBNORG0000070620,Microspecies,47
6606,114,Broad-stalked Dandelion,Taraxacum expallidiforme,NBNORG0000070582,Microspecies,116
6607,6,Erect-bracted Dandelion,Taraxacum exsertiforme,NBNORG0000070739,Microspecies,6
6608,14,Pale-green Dandelion,Taraxacum exsertum,NBNORG0000070743,Microspecies,14
6609,414,Faeroes Dandelion,Taraxacum faeroense,NBNORG0000070497,Microspecies,426
6610,8,Fagerstrm's Dandelion,Taraxacum fagerstroemii,NBNORG0000056712,Microspecies,8
6611,3,Narrow-lobed Dandelion,Taraxacum falcatum,NBNORG0000070715,Microspecies,3
6612,60,Dense-bracted Dandelion,Taraxacum fasciatum,NBNORG0000070660,Microspecies,61
6613,16,Bright Dandelion,Taraxacum fulgidum,NBNORG0000056713,Microspecies,16
6614,24,Brown-fruited Dandelion,Taraxacum fulvicarpum,NBNORG0000070662,Microspecies,24
6615,105,Green-bracted Dandelion,Taraxacum fulviforme,NBNORG0000070579,Microspecies,110
6616,52,Cinnamon-fruited Dandelion,Taraxacum fulvum,NBNORG0000070735,Microspecies,52
6617,6,Brown-striped Dandelion,Taraxacum fusciflorum,NBNORG0000056714,Microspecies,6
6618,200,Gelert's Dandelion,Taraxacum gelertii,NBNORG0000070761,Microspecies,202
6619,23,Many-toothed Dandelion,Taraxacum glauciniforme,NBNORG0000070781,Microspecies,24
6620,1,Gotland Dandelion,Taraxacum gotlandicum,NBNORG0000070450,Microspecies,2
6621,30,Blood-red Dandelion,Taraxacum haematicum,NBNORG0000056716,Microspecies,30
6622,286,Asymmetrical Hook-lobed Dandelion,Taraxacum hamatiforme,NBNORG0000070523,Microspecies,293
6623,38,Slender Hook-lobed Dandelion,Taraxacum hamatulum,NBNORG0000070512,Microspecies,42
6624,480,Hook-lobed Dandelion,Taraxacum hamatum,NBNORG0000070513,Microspecies,493
6625,95,Dark Hook-lobed Dandelion,Taraxacum hamiferum,NBNORG0000070538,Microspecies,95
6626,10,Haworth's Dandelion,Taraxacum haworthianum,NBNORG0000056717,Microspecies,10
6627,4,Regular-lobed Dandelion,Taraxacum hepaticum,NBNORG0000056718,Microspecies,4
6628,19,,Taraxacum hesperium,NBNORG0000056719,Microspecies,20
6629,7,Hexham Dandelion,Taraxacum hexhamense,NBNORG0000056720,Microspecies,7
6630,33,Prickly-leaved Dandelion,Taraxacum horridifrons,NBNORG0000070687,Microspecies,33
6631,14,Hlphers's Dandelion,Taraxacum huelphersianum,NBNORG0000070663,Microspecies,16
6632,2,Water-meadow Dandelion,Taraxacum hygrophilum,NBNORG0000070782,Microspecies,3
6633,9,Pollenless Dandelion,Taraxacum inane,NBNORG0000056722,Microspecies,9
6634,17,Incise-leaved Dandelion,Taraxacum incisum,NBNORG0000056723,Microspecies,18
6635,16,Unexpected Dandelion,Taraxacum inopinatum,NBNORG0000056724,Microspecies,16
6636,62,Remarkable Dandelion,Taraxacum insigne,NBNORG0000056725,Microspecies,63
6637,21,City Dandelion,Taraxacum interveniens,NBNORG0000056726,Microspecies,23
6638,28,Red-tipped Dandelion,Taraxacum intumescens,NBNORG0000056727,Microspecies,28
6639,6,Kern's Dandelion,Taraxacum kernianum,NBNORG0000070610,Microspecies,6
6640,71,Jagged-leaved Dandelion,Taraxacum lacerifolium,NBNORG0000056728,Microspecies,72
6641,15,Hairy-stemmed Dandelion,Taraxacum laciniosifrons,NBNORG0000056729,Microspecies,15
6642,2,Divided-leaved Dandelion,Taraxacum laciniosum,NBNORG0000070548,Microspecies,2
6643,353,Cut-leaved Dandelion,Taraxacum lacistophyllum,NBNORG0000070563,Microspecies,415
6644,49,Pale-stalked Dandelion,Taraxacum laeticolor,NBNORG0000070549,Microspecies,49
6645,2,,Taraxacum laetum,NBNORG0000100670,Species,2
6646,245,Lesser Dandelion,Taraxacum laevigatum,NBNORG0000013060,Species,385
6647,172,,Taraxacum laevigatum agg.,NBNORG0000008915,Species aggregate,186
6648,127,Lustrous-leaved Dandelion,Taraxacum lamprophyllum,NBNORG0000056730,Microspecies,128
6649,7,Lancashire Dandelion,Taraxacum lancastriense,NBNORG0000056731,Microspecies,9
6650,14,Spear-toothed Dandelion,Taraxacum lancidens,NBNORG0000070596,Microspecies,14
6651,62,Landmark Dandelion,Taraxacum landmarkii,NBNORG0000070522,Microspecies,69
6652,2,Cut-lobed Dandelion,Taraxacum latens,NBNORG0000056732,Microspecies,2
6653,95,Decumbent Dandelion,Taraxacum laticordatum,NBNORG0000070593,Microspecies,95
6654,8,Broad-lobed Dandelion,Taraxacum latisectum,NBNORG0000056733,Microspecies,8
6655,44,Broad-leaved Dandelion,Taraxacum latissimum,NBNORG0000056734,Microspecies,44
6656,36,Pruinose-bracted Dandelion,Taraxacum lepidum,NBNORG0000056735,Microspecies,36
6657,10,Yellow-styled Dandelion,Taraxacum leptodon,NBNORG0000070688,Microspecies,10
6658,15,White-stalked Dandelion,Taraxacum leucopodum,NBNORG0000056736,Microspecies,15
6659,2,,Taraxacum linguicuspis,NBNORG0000100671,Species,2
6660,189,Long-bracted Dandelion,Taraxacum lingulatum,NBNORG0000056737,Microspecies,189
6661,1,,Taraxacum litorale,NBNORG0000100672,Species,1
6662,36,Elongate-bracted Dandelion,Taraxacum longisquameum,NBNORG0000056738,Microspecies,37
6663,19,Large-bracted Dandelion,Taraxacum lucidum,NBNORG0000070469,Microspecies,19
6664,8,Lunar-lobed Dandelion,Taraxacum lunare,NBNORG0000056739,Microspecies,8
6665,9,Pure Yellow Dandelion,Taraxacum luteum,NBNORG0000056740,Microspecies,9
6666,7,Large-flowered Dandelion,Taraxacum macranthoides,NBNORG0000056741,Microspecies,7
6667,9,Incise-lobed Dandelion,Taraxacum macrolobum,NBNORG0000070531,Microspecies,9
6668,8,Yellowish-green Dandelion,Taraxacum maculatum,NBNORG0000056742,Microspecies,8
6669,147,Spotted Dandelion,Taraxacum maculosum,NBNORG0000056743,Microspecies,154
6670,2,Margetts's Dandelion,Taraxacum margettsii,NBNORG0000056744,Microspecies,2
6671,63,Marklund's Dandelion,Taraxacum marklundii,NBNORG0000056745,Microspecies,63
6672,7,Bluish-leaved Dandelion,Taraxacum melanthoides,NBNORG0000056746,Microspecies,8
6673,5,,Taraxacum microspecies,NBNORG0000043432,Species aggregate,5
6674,1,Sharp-lobed Dandelion,Taraxacum mimulum,NBNORG0000056747,Microspecies,1
6675,32,Many-coloured Dandelion,Taraxacum multicolorans,NBNORG0000070606,Microspecies,32
6676,22,Wetland Dandelion,Taraxacum naevosiforme,NBNORG0000070585,Microspecies,26
6677,17,Squat Dandelion,Taraxacum naevosum,NBNORG0000070756,Microspecies,22
6678,15,Dark-leaved Dandelion,Taraxacum necessarium,NBNORG0000056748,Microspecies,15
6679,8,Black-toothed Dandelion,Taraxacum nigridentatum,NBNORG0000056750,Microspecies,8
6680,8,Shining Dandelion,Taraxacum nitidum,NBNORG0000070603,Microspecies,8
6681,415,Nordstedt's Dandelion,Taraxacum nordstedtii,NBNORG0000070543,Microspecies,447
6682,13,Orange-tipped Dandelion,Taraxacum obliquilobum,NBNORG0000070677,Microspecies,14
6683,3,Many-lobed Dandelion,Taraxacum obliquum,NBNORG0000056751,Microspecies,3
6684,202,Oblong-leaved Dandelion,Taraxacum oblongatum,NBNORG0000070652,Microspecies,202
6685,5,Obtuse-leaved Dandelion,Taraxacum obtusifrons,NBNORG0000070705,Microspecies,7
6686,2,Blunt-lobed Dandelion,Taraxacum obtusilobum,NBNORG0000056752,Microspecies,2
6687,16,Winged Dandelion,Taraxacum ochrochlorum,NBNORG0000056753,Microspecies,17
6688,6,Ollgaard's Dandelion,Taraxacum oellgaardii,NBNORG0000056754,Microspecies,6
6689,60868,,Taraxacum officinale agg.,NBNORG0000056755,Species aggregate,66009
6690,9,Olga's Dandelion,Taraxacum olgae,NBNORG0000056756,Microspecies,9
6691,14,Large-lobed Dandelion,Taraxacum orcadense,NBNORG0000070759,Microspecies,14
6692,23,Ostenfeld's Dandelion,Taraxacum ostenfeldii,NBNORG0000070733,Microspecies,23
6693,273,Oxford Dandelion,Taraxacum oxoniense,NBNORG0000070731,Microspecies,277
6694,64,Dirty-leaved Dandelion,Taraxacum pachymerum,NBNORG0000056757,Microspecies,64
6695,13,Pink-stalked Dandelion,Taraxacum pallescens,NBNORG0000070728,Microspecies,13
6696,35,Grey-bracted Dandelion,Taraxacum pallidipes,NBNORG0000056758,Microspecies,36
